Date,Open,Adj Close
2016-05-12,92.720001,84.809998
2016-05-13,90.0,84.978996
2016-05-16,92.389999,88.13331600000002
2016-05-17,94.550003,87.767189
2016-05-18,94.160004,88.771683
2016-05-19,94.639999,88.433708
2016-05-20,94.639999,89.391281
2016-05-23,95.870003,90.527229
2016-05-24,97.220001,91.907249
2016-05-25,98.669998,93.52195
2016-05-26,99.68,94.263596
2016-05-27,99.440002,94.20726
2016-05-31,99.599998,93.747269
2016-06-01,99.019997,92.432938
2016-06-02,97.599998,91.738266
2016-06-03,97.790001,91.92601
2016-06-06,97.989998,92.592552
2016-06-07,99.25,92.968063
2016-06-08,99.019997,92.883568
2016-06-09,98.5,93.550117
2016-06-10,98.529999,92.780327
2016-06-13,98.690002,91.381516
2016-06-14,97.32,91.494164
2016-06-15,97.82,91.193764
2016-06-16,96.449997,91.578682
2016-06-17,96.620003,89.494545
2016-06-20,96.0,89.278648
2016-06-21,94.940002,90.039047
2016-06-22,96.25,89.70109599999998
2016-06-23,95.940002,90.217422
2016-06-24,92.910004,87.682709
2016-06-27,93.0,86.405937
2016-06-28,92.900002,87.861076
2016-06-29,93.970001,88.621475
2016-06-30,94.440002,89.748039
2016-07-01,95.489998,90.020279
2016-07-05,95.389999,89.175377
2016-07-06,94.599998,89.68231999999998
2016-07-07,95.699997,90.067223
2016-07-08,96.489998,90.761925
2016-07-11,96.75,91.043564
2016-07-12,97.169998,91.456642
2016-07-13,97.410004,90.940285
2016-07-14,97.389999,92.742775
2016-07-15,98.919998,92.733376
2016-07-18,98.699997,93.719116
2016-07-19,99.559998,93.75666
2016-07-20,100.0,93.841156
2016-07-21,99.830002,93.343605
2016-07-22,99.260002,92.620728
2016-07-25,98.25,91.381516
2016-07-26,96.82,90.752541
2016-07-27,104.269997,96.648094
2016-07-28,102.830002,97.952995
2016-07-29,104.190002,97.830978
2016-08-01,104.410004,99.558342
2016-08-02,106.050003,98.084465
2016-08-03,104.809998,99.314278
2016-08-04,105.580002,99.927788
2016-08-05,106.269997,101.447411
2016-08-08,107.519997,102.28746
2016-08-09,108.230003,102.702774
2016-08-10,108.709999,101.938248
2016-08-11,108.519997,101.872154
2016-08-12,107.779999,102.108131
2016-08-15,108.139999,103.335182
2016-08-16,109.629997,103.240776
2016-08-17,109.099998,103.08976
2016-08-18,109.230003,102.957619
2016-08-19,108.769997,103.221886
2016-08-22,108.860001,102.419609
2016-08-23,108.589996,102.740524
2016-08-24,108.57,101.966537
2016-08-25,107.389999,101.532372
2016-08-26,107.410004,100.937721
2016-08-29,106.620003,100.824471
2016-08-30,105.800003,100.050491
2016-08-31,105.660004,100.144882
2016-09-01,106.139999,100.739517
2016-09-02,107.699997,101.683388
2016-09-06,107.900002,101.655067
2016-09-07,107.830002,102.278015
2016-09-08,107.25,99.597435
2016-09-09,104.639999,97.341576
2016-09-12,102.650002,99.521927
2016-09-13,107.510002,101.891037
2016-09-14,108.730003,105.496635
2016-09-15,113.860001,109.083344
2016-09-16,115.120003,108.469833
2016-09-19,115.190002,107.20504
2016-09-20,113.050003,107.19561000000002
2016-09-21,113.849998,107.17672
2016-09-22,114.349998,108.186668
2016-09-23,114.419998,106.383858
2016-09-26,111.639999,106.544327
2016-09-27,113.0,106.74253799999998
2016-09-28,113.690002,107.554268
2016-09-29,113.160004,105.883629
2016-09-30,112.459999,106.704796
2016-10-03,112.709999,106.204529
2016-10-04,113.059998,106.657608
2016-10-05,113.400002,106.704796
2016-10-06,113.699997,107.497643
2016-10-07,114.309998,107.658104
2016-10-10,115.019997,109.536407
2016-10-11,117.699997,109.772369
2016-10-12,117.349998,110.753998
2016-10-13,116.790001,110.41421499999998
2016-10-14,117.879997,111.02771
2016-10-17,117.330002,110.952202
2016-10-18,118.18,110.876709
2016-10-19,117.25,110.546349
2016-10-20,116.860001,110.489738
2016-10-21,116.809998,110.055542
2016-10-24,117.099998,111.0466
2016-10-25,117.949997,111.612923
2016-10-26,114.309998,109.102219
2016-10-27,115.389999,108.05452
2016-10-28,113.870003,107.337166
2016-10-31,113.650002,107.167274
2016-11-01,113.459999,105.23233799999998
2016-11-02,111.400002,105.326721
2016-11-03,110.980003,104.197777
2016-11-04,108.529999,103.258522
2016-11-07,110.080002,104.748009
2016-11-08,110.309998,105.364685
2016-11-09,109.879997,105.193924
2016-11-10,111.089996,102.262383
2016-11-11,107.120003,102.869553
2016-11-14,107.709999,100.28904
2016-11-15,106.57,101.617256
2016-11-16,106.699997,104.349548
2016-11-17,109.809998,104.311584
2016-11-18,109.720001,104.41597
2016-11-21,110.120003,106.000328
2016-11-22,111.949997,106.066727
2016-11-23,111.360001,105.525963
2016-11-25,111.129997,106.057251
2016-11-28,111.43,105.848526
2016-11-29,110.779999,105.744179
2016-11-30,111.599998,104.852379
2016-12-01,110.370003,103.875198
2016-12-02,109.169998,104.264175
2016-12-05,110.0,103.514687
2016-12-06,109.5,104.311584
2016-12-07,109.260002,105.336243
2016-12-08,110.860001,106.370323
2016-12-09,112.309998,108.106476
2016-12-12,113.290001,107.48983
2016-12-13,113.839996,109.282906
2016-12-14,115.040001,109.282906
2016-12-15,115.379997,109.880577
2016-12-16,116.470001,110.022896
2016-12-19,115.800003,110.658531
2016-12-20,116.739998,110.952629
2016-12-21,116.800003,111.056999
2016-12-22,116.349998,110.326492
2016-12-23,115.589996,110.544678
2016-12-27,116.519997,111.246742
2016-12-28,117.519997,110.7724
2016-12-29,116.449997,110.743919
2016-12-30,116.650002,109.880577
2017-01-03,115.800003,110.193657
2017-01-04,115.849998,110.070328
2017-01-05,115.919998,110.630081
2017-01-06,116.779999,111.863426
2017-01-09,117.949997,112.888023
2017-01-10,118.769997,113.001884
2017-01-11,118.739998,113.609047
2017-01-12,118.900002,113.134682
2017-01-13,119.110001,112.935448
2017-01-17,118.339996,113.846252
2017-01-18,120.0,113.836731
2017-01-19,119.400002,113.63751200000002
2017-01-20,120.449997,113.846252
2017-01-23,120.0,113.922127
2017-01-24,119.550003,113.817764
2017-01-25,120.419998,115.629822
2017-01-26,121.669998,115.686745
2017-01-27,122.139999,115.696228
2017-01-30,120.93,115.392624
2017-01-31,121.150002,115.126999
2017-02-01,127.029999,122.147514
2017-02-02,127.980003,121.938789
2017-02-03,128.309998,122.460602
2017-02-06,129.130005,123.608551
2017-02-07,130.53999299999998,124.784935
2017-02-08,131.350006,125.268784
2017-02-09,131.649994,126.173973
2017-02-10,132.46000700000002,125.88813
2017-02-13,133.080002,127.00293700000002
2017-02-14,133.470001,128.651382
2017-02-15,135.520004,129.118271
2017-02-16,135.669998,128.96580500000002
2017-02-17,135.100006,129.31835900000002
2017-02-21,136.229996,130.252136
2017-02-22,136.429993,130.642776
2017-02-23,137.380005,130.090134
2017-02-24,135.910004,130.21402
2017-02-27,137.139999,130.471252
2017-02-28,137.080002,130.528458
2017-03-01,137.889999,133.19635
2017-03-02,140.0,132.405502
2017-03-03,138.779999,133.18682900000002
2017-03-06,139.369995,132.767578
2017-03-07,139.059998,132.939102
2017-03-08,138.949997,132.443634
2017-03-09,138.740005,132.138687
2017-03-10,139.25,132.577026
2017-03-13,138.850006,132.634171
2017-03-14,139.300003,132.434113
2017-03-15,139.410004,133.834778
2017-03-16,140.720001,134.053879
2017-03-17,141.0,133.386948
2017-03-20,140.399994,134.787598
2017-03-21,142.110001,133.244003
2017-03-22,139.850006,134.749481
2017-03-23,141.259995,134.27304099999998
2017-03-24,141.5,134.006271
2017-03-27,139.389999,134.23497
2017-03-28,140.910004,137.017227
2017-03-29,143.679993,137.322098
2017-03-30,144.190002,137.141052
2017-03-31,143.720001,136.883835
2017-04-03,143.71000700000005,136.92193600000002
2017-04-04,143.25,137.941467
2017-04-05,144.220001,137.226852
2017-04-06,144.28999299999995,136.883835
2017-04-07,143.729996,136.578903
2017-04-10,143.600006,136.416931
2017-04-11,142.940002,134.949585
2017-04-12,141.600006,135.111526
2017-04-13,141.910004,134.396927
2017-04-17,141.479996,135.140137
2017-04-18,141.410004,134.539871
2017-04-19,141.880005,134.044388
2017-04-20,141.220001,135.721359
2017-04-21,142.440002,135.559402
2017-04-24,143.5,136.864777
2017-04-25,143.910004,137.712784
2017-04-26,144.470001,136.90287800000002
2017-04-27,143.919998,137.007675
2017-04-28,144.089996,136.874298
2017-05-01,145.100006,139.666107
2017-05-02,147.53999299999995,140.5522
2017-05-03,145.589996,140.123459
2017-05-04,146.520004,139.618454
2017-05-05,146.759995,141.933823
2017-05-08,149.029999,145.792801
2017-05-09,153.869995,146.726563
2017-05-10,153.630005,146.03100600000005
2017-05-11,152.449997,147.2939
2017-05-12,154.699997,149.350983
2017-05-15,156.009995,148.968277
2017-05-16,155.940002,148.748199
2017-05-17,153.600006,143.753906
2017-05-18,151.270004,145.944885
2017-05-19,153.380005,146.442398
2017-05-22,154.0,147.332184
2017-05-23,154.899994,147.150406
2017-05-24,153.839996,146.710327
2017-05-25,153.729996,147.217361
2017-05-26,154.0,146.968643
2017-05-30,153.419998,147.026047
2017-05-31,153.970001,146.15538
2017-06-01,153.169998,146.55722
2017-06-02,153.580002,148.72908
2017-06-05,154.339996,147.27478
2017-06-06,153.899994,147.772324
2017-06-07,155.020004,148.652527
2017-06-08,155.25,148.288956
2017-06-09,155.190002,142.538773
2017-06-12,145.740005,139.132721
2017-06-13,147.160004,140.252151
2017-06-14,147.5,138.883957
2017-06-15,143.320007,138.051559
2017-06-16,143.779999,136.118942
2017-06-19,143.660004,140.012955
2017-06-20,146.869995,138.740433
2017-06-21,145.520004,139.56326299999998
2017-06-22,145.770004,139.33367900000002
2017-06-23,145.130005,139.95553600000002
2017-06-26,147.169998,139.51544199999998
2017-06-27,145.009995,137.515778
2017-06-28,144.490005,139.524994
2017-06-29,144.71000700000005,137.467957
2017-06-30,144.449997,137.793259
2017-07-03,144.880005,137.295715
2017-07-05,143.690002,137.860229
2017-07-06,143.020004,136.55903600000002
2017-07-07,142.899994,137.946335
2017-07-10,144.110001,138.788269
2017-07-11,144.729996,139.237961
2017-07-12,145.869995,139.438904
2017-07-13,145.5,141.381149
2017-07-14,147.970001,142.596207
2017-07-17,148.820007,143.093735
2017-07-18,149.199997,143.591248
2017-07-19,150.479996,144.490616
2017-07-20,151.5,143.839996
2017-07-21,149.990005,143.773026
2017-07-24,150.580002,145.514374
2017-07-25,151.800003,146.136246
2017-07-26,153.350006,146.82513400000005
2017-07-27,153.75,144.050507
2017-07-28,149.889999,143.03633100000005
2017-07-31,149.899994,142.299622
2017-08-01,149.100006,143.562546
2017-08-02,159.279999,150.346008
2017-08-03,157.050003,148.843903
2017-08-04,156.070007,149.628448
2017-08-07,157.059998,151.943817
2017-08-08,158.600006,153.158905
2017-08-09,159.259995,154.096527
2017-08-10,159.899994,149.18826299999995
2017-08-11,156.600006,151.263
2017-08-14,159.320007,153.539444
2017-08-15,160.660004,155.220322
2017-08-16,161.940002,154.596008
2017-08-17,160.520004,151.62799099999995
2017-08-18,157.860001,151.282242
2017-08-21,157.5,151.00366200000005
2017-08-22,158.229996,153.472183
2017-08-23,159.070007,153.664276
2017-08-24,160.429993,152.9823
2017-08-25,159.649994,153.549042
2017-08-28,160.139999,155.095474
2017-08-29,160.100006,156.478622
2017-08-30,163.800003,156.90126
2017-08-31,163.639999,157.525589
2017-09-01,164.800003,157.573639
2017-09-05,163.75,155.681396
2017-09-06,162.71000700000005,155.51809699999995
2017-09-07,162.089996,154.893768
2017-09-08,160.860001,152.367615
2017-09-11,160.5,155.124313
2017-09-12,162.610001,154.50958300000005
2017-09-13,159.869995,153.347336
2017-09-14,158.990005,152.031403
2017-09-15,158.470001,153.568253
2017-09-18,160.110001,152.40600600000005
2017-09-19,159.509995,152.46363799999997
2017-09-20,157.899994,149.908676
2017-09-21,155.800003,147.334442
2017-09-22,151.53999299999995,145.893661
2017-09-25,149.990005,144.606583
2017-09-26,151.779999,147.094315
2017-09-27,153.800003,148.14129599999995
2017-09-28,153.889999,147.228806
2017-09-29,153.21000700000005,148.03561399999995
2017-10-02,154.259995,147.737885
2017-10-03,154.009995,148.381439
2017-10-04,153.630005,147.42091399999995
2017-10-05,154.179993,149.255493
2017-10-06,154.970001,149.16902199999996
2017-10-09,155.809998,149.687729
2017-10-10,156.059998,149.74534599999996
2017-10-11,155.970001,150.369705
2017-10-12,156.350006,149.841446
2017-10-13,156.729996,150.792358
2017-10-16,157.899994,153.568253
2017-10-17,159.779999,154.134949
2017-10-18,160.419998,153.45298799999995
2017-10-19,156.75,149.822205
2017-10-20,156.610001,150.081558
2017-10-23,156.889999,150.004715
2017-10-24,156.28999299999995,150.897995
2017-10-25,156.910004,150.235229
2017-10-26,157.229996,151.19574
2017-10-27,159.28999299999995,156.613068
2017-10-30,163.889999,160.138229
2017-10-31,167.899994,162.366608
2017-11-01,169.869995,160.301514
2017-11-02,166.600006,161.47335800000005
2017-11-03,174.0,165.690033
2017-11-06,172.369995,167.370956
2017-11-07,173.910004,167.90881299999995
2017-11-08,174.660004,169.28239399999995
2017-11-09,175.110001,168.9366
2017-11-10,175.110001,168.37747199999995
2017-11-13,173.5,167.702698
2017-11-14,173.03999299999995,165.16745
2017-11-15,169.970001,162.988846
2017-11-16,171.179993,164.936096
2017-11-17,171.03999299999995,164.020309
2017-11-20,170.28999299999995,163.85646100000002
2017-11-21,170.779999,166.902603
2017-11-22,173.360001,168.657028
2017-11-24,175.100006,168.66670200000004
2017-11-27,175.050003,167.818375
2017-11-28,174.300003,166.835129
2017-11-29,172.630005,163.374512
2017-11-30,170.429993,165.659088
2017-12-01,169.949997,164.887894
2017-12-04,172.479996,163.682922
2017-12-05,169.059998,163.528656
2017-12-06,167.5,162.921402
2017-12-07,169.029999,163.22026100000005
2017-12-08,170.490005,163.268402
2017-12-11,169.199997,166.449539
2017-12-12,172.149994,165.51448100000005
2017-12-13,172.5,166.06395
2017-12-14,172.399994,166.015747
2017-12-15,173.630005,167.702698
2017-12-18,174.880005,170.064453
2017-12-19,175.029999,168.252151
2017-12-20,174.869995,168.069016
2017-12-21,174.169998,168.705246
2017-12-22,174.679993,168.705246
2017-12-26,170.800003,164.425217
2017-12-27,170.100006,164.45413200000004
2017-12-28,171.0,164.916855
2017-12-29,170.520004,163.133469
2018-01-02,170.160004,166.054321
2018-01-03,172.529999,166.025375
2018-01-04,172.53999299999995,166.796555
2018-01-05,173.440002,168.695572
2018-01-08,174.350006,168.069016
2018-01-09,174.550003,168.04972800000004
2018-01-10,173.160004,168.011185
2018-01-11,174.589996,168.96551499999995
2018-01-12,176.179993,170.710327
2018-01-16,177.899994,169.84274299999996
2018-01-17,176.149994,172.647919
2018-01-18,179.369995,172.80213899999995
2018-01-19,178.610001,172.030975
2018-01-22,177.300003,170.623581
2018-01-23,177.300003,170.662094
2018-01-24,177.25,167.943726
2018-01-25,174.509995,164.94574
2018-01-26,172.0,165.331314
2018-01-29,170.160004,161.909225
2018-01-30,165.529999,160.954895
2018-01-31,166.869995,161.398315
2018-02-01,167.169998,161.735718
2018-02-02,166.0,154.71798700000005
2018-02-05,159.100006,150.852402
2018-02-06,154.830002,157.156799
2018-02-07,163.089996,153.792526
2018-02-08,160.28999299999995,149.560715
2018-02-09,157.070007,151.390045
2018-02-12,158.5,157.48783899999995
2018-02-13,161.949997,159.065536
2018-02-14,163.03999299999995,161.998276
2018-02-15,169.78999299999995,167.437912
2018-02-16,172.360001,166.895874
2018-02-20,172.050003,166.334503
2018-02-21,172.830002,165.579529
2018-02-22,171.800003,166.96363799999997
2018-02-23,173.669998,169.86733999999996
2018-02-26,176.350006,173.225952
2018-02-27,179.100006,172.664612
2018-02-28,179.259995,172.403275
2018-03-01,178.53999299999995,169.383362
2018-03-02,172.800003,170.554565
2018-03-05,175.21000700000005,171.145004
2018-03-06,177.910004,170.999802
2018-03-07,174.940002,169.412445
2018-03-08,175.479996,171.261139
2018-03-09,177.96000700000005,174.203552
2018-03-12,180.289993,175.88771100000002
2018-03-13,182.589996,174.193893
2018-03-14,180.320007,172.712982
2018-03-15,178.5,172.916245
2018-03-16,178.649994,172.306488
2018-03-19,177.320007,169.67378200000005
2018-03-20,175.240005,169.615707
2018-03-21,175.03999299999995,165.77311699999996
2018-03-22,170.0,163.430786
2018-03-23,168.389999,159.646255
2018-03-26,168.070007,167.224991
2018-03-27,173.679993,162.937134
2018-03-28,167.25,161.136841
2018-03-29,167.809998,162.395126
2018-04-02,166.639999,161.330429
2018-04-03,167.639999,162.98555
2018-04-04,164.880005,166.102203
2018-04-05,172.580002,167.253998
2018-04-06,170.970001,162.975891
2018-04-09,169.880005,164.592255
2018-04-10,173.0,167.689575
2018-04-11,172.229996,166.905563
2018-04-12,173.410004,168.551025
2018-04-13,174.779999,169.12204
2018-04-16,175.029999,170.177109
2018-04-17,176.490005,172.519409
2018-04-18,177.809998,172.132248
2018-04-19,173.759995,167.253998
2018-04-20,170.600006,160.40123
2018-04-23,166.830002,159.93666100000004
2018-04-24,165.669998,157.71048000000005
2018-04-25,162.619995,158.397659
2018-04-26,164.119995,158.949371
2018-04-27,164.0,157.110367
2018-04-30,162.130005,159.955994
2018-05-01,166.410004,163.672729
2018-05-02,175.229996,170.90301499999995
2018-05-03,175.880005,171.212723
2018-05-04,178.25,177.929993
2018-05-07,185.179993,179.2173
2018-05-08,184.990005,180.078751
2018-05-09,186.550003,181.34671
2018-05-10,187.740005,183.940674
2018-05-11,189.490005,183.241104
2018-05-14,189.009995,182.813583
2018-05-15,186.779999,181.152115
2018-05-16,186.070007,182.842712
2018-05-17,188.0,181.686493
2018-05-18,187.190002,181.025772
2018-05-21,188.0,182.308334
2018-05-22,188.380005,181.851654
2018-05-23,186.350006,183.017654
2018-05-24,188.770004,182.813583
2018-05-25,188.229996,183.2314
2018-05-29,187.600006,182.570694
2018-05-30,187.720001,182.182037
2018-05-31,187.220001,181.56987
2018-06-01,187.990005,184.844284
2018-06-04,191.639999,186.389221
2018-06-05,193.070007,187.827225
2018-06-06,193.630005,188.478226
2018-06-07,194.139999,187.972992
2018-06-08,191.169998,186.262909
2018-06-11,191.350006,185.806229
2018-06-12,191.389999,186.826447
2018-06-13,192.419998,185.29126
2018-06-14,191.550003,185.388443
2018-06-15,190.029999,183.484039
2018-06-18,187.880005,183.386841
2018-06-19,185.139999,180.42337
2018-06-20,186.350006,181.210388
2018-06-21,187.25,180.19989
2018-06-22,186.119995,179.675171
2018-06-25,183.399994,177.003189
2018-06-26,182.990005,179.199081
2018-06-27,185.229996,178.93673700000005
2018-06-28,184.100006,180.23877
2018-06-29,186.289993,179.859787
2018-07-02,183.820007,181.871094
2018-07-03,187.789993,178.703568
2018-07-05,185.259995,180.141571
2018-07-06,185.419998,182.638672
2018-07-09,189.5,185.174667
2018-07-10,190.710007,184.951233
2018-07-11,188.5,182.551239
2018-07-12,189.529999,185.611908
2018-07-13,191.080002,185.903381
2018-07-16,191.520004,185.495331
2018-07-17,189.75,186.019989
2018-07-18,191.779999,184.999756
2018-07-19,189.690002,186.437805
2018-07-20,191.779999,186.010315
2018-07-23,190.679993,186.17543
2018-07-24,192.449997,187.526047
2018-07-25,193.059998,189.294418
2018-07-26,194.610001,188.701721
2018-07-27,194.990005,185.563324
2018-07-30,191.899994,184.523666
2018-07-31,190.300003,184.892883
2018-08-01,199.130005,195.784958
2018-08-02,200.580002,201.507889
2018-08-03,207.029999,202.090866
2018-08-06,208.0,203.140244
2018-08-07,209.320007,201.235825
2018-08-08,206.050003,201.371887
2018-08-09,209.529999,202.955643
2018-08-10,207.360001,202.351089
2018-08-13,209.309998,203.657639
2018-08-14,210.160004,204.515747
2018-08-15,209.220001,204.993484
2018-08-16,211.75,207.996643
2018-08-17,213.440002,212.150299
2018-08-20,218.100006,210.083221
2018-08-21,216.800003,209.673691
2018-08-22,214.100006,209.683456
2018-08-23,214.649994,210.112488
2018-08-24,216.600006,210.765762
2018-08-27,217.149994,212.501312
2018-08-28,219.00999500000003,214.217407
2018-08-29,220.149994,217.415573
2018-08-30,223.25,219.414398
2018-08-31,226.50999500000003,221.949509
2018-09-04,228.410004,222.661301
2018-09-05,228.990005,221.208511
2018-09-06,226.229996,217.532578
2018-09-07,221.850006,215.777496
2018-09-10,220.949997,212.881592
2018-09-11,218.00999500000003,218.263885
2018-09-12,224.940002,215.553238
2018-09-13,223.520004,220.759964
2018-09-14,225.75,218.254105
2018-09-17,222.149994,212.442841
2018-09-18,217.789993,212.793854
2018-09-19,218.5,212.920578
2018-09-20,220.240005,214.5392
2018-09-21,220.77999900000003,212.228333
2018-09-24,216.820007,215.280212
2018-09-25,219.75,216.645279
2018-09-26,221.0,214.919434
2018-09-27,223.820007,219.336395
2018-09-28,224.789993,220.106689
2018-10-01,227.949997,221.588745
2018-10-02,227.25,223.55835
2018-10-03,230.050003,226.278717
2018-10-04,230.77999900000003,222.300537
2018-10-05,227.960007,218.692856
2018-10-08,222.210007,218.185883
2018-10-09,223.639999,221.208511
2018-10-10,225.460007,210.960739
2018-10-11,214.520004,209.098434
2018-10-12,220.419998,216.567276
2018-10-15,221.160004,211.935791
2018-10-16,218.929993,216.606262
2018-10-17,222.300003,215.670242
2018-10-18,217.860001,210.629227
2018-10-19,218.059998,213.837128
2018-10-22,219.789993,215.143692
2018-10-23,215.830002,217.171799
2018-10-24,222.600006,209.722458
2018-10-25,217.710007,214.314926
2018-10-26,215.899994,210.902267
2018-10-29,219.190002,206.943573
2018-10-30,211.149994,207.977127
2018-10-31,216.880005,213.398376
2018-11-01,219.050003,216.674515
2018-11-02,209.550003,202.302353
2018-11-05,204.300003,196.559326
